"site","Mean beta"
"cg05955675",0.684452969519193
"cg05957169",0.117588038785197
"cg05957504",0.735512544668882
"cg05960024",0.922091125931719
"cg05968822",0.57878305190448
"cg05970811",0.631397359975917
"cg05972185",0.719024912174128
"cg05975710",0.497600937110143
"cg05978306",0.389305415429339
"cg05979400",0.276730749620402
"cg05988548",0.340323259782941
"cg05991454",0.139505951091303
"cg05996538",0.839794676068753
"cg05997730",0.759655391778777
"cg06001419",0.574311291069947
"cg06002516",0.766115601994957
"cg06005318",0.246156425263876
"cg06007201",0.0944617138164947
"cg06009042",0.836536302830645
"cg06010459",0.457645077547071
"cg06015525",0.255352495384231
"cg06016427",0.307392747236164
"cg06017249",0.798256794103859
"cg06019726",0.538669503366544
"cg06023161",0.772086602139564
"cg06023661",0.403928008534564
"cg06026545",0.737646266221549
"cg06031268",0.700588033246819
"cg06033949",0.73902234945991
"cg06034548",0.352906188238145
"cg06039417",0.339522629860727
"cg06039489",0.4372145237777
"cg06043908",0.785600250700449
"cg06044899",0.493247260340141
"cg06048750",0.549271233579131
"cg06057569",0.429364817411381
"cg06062378",0.404437182726945
"cg06068163",0.842509517558835
"cg06070324",0.317354975360966
"cg06073351",0.0699396406507653
"cg06075311",0.0819553587460723
"cg06078467",0.803242898146602
"cg06080250",0.773721621247152
"cg06080300",0.683739694285577
"cg06081518",0.120373656970639
"cg06083669",0.310161460197798
"cg06086177",0.766521138226009
"cg06086933",0.808649311942714
"cg06092729",0.100342481264038
"cg06092869",0.51639387732356
"cg06094745",0.61270267099676
"cg06095631",0.887589485005688
"cg06105694",0.207860601876819
"cg06105699",0.508062591620778
"cg06106599",0.704503904635112
"cg06106653",0.645206641973047
"cg06108383",0.856825953528701
"cg06112654",0.146511593093104
"cg06117855",0.166690489940758
"cg06121450",0.113596952769975
"cg06121469",0.034283702177441
"cg06122613",0.586989862959775
"cg06124793",0.780143068762796
"cg06125903",0.553802457770905
"cg06126593",0.734338538934883
"cg06130714",0.0604967011389488
"cg06134471",0.745709908239965
"cg06134964",0.494539631205167
"cg06137123",0.706720839722015
"cg06142740",0.254812766036198
"cg06144905",0.229538079728251
"cg06145669",0.443097577088127
"cg06145800",0.73815061471042
"cg06147863",0.177077112900977
"cg06154311",0.707980174877227
"cg06156376",0.143435757152184
"cg06159340",0.522203417823631
"cg06161930",0.185350151570493
"cg06171242",0.0434226304195993
"cg06178887",0.629310504824527
"cg06181069",0.23620001603563
"cg06181470",0.763248965735155
"cg06182359",0.549009459764179
"cg06189653",0.0389736338310916
"cg06191390",0.196821999262304
"cg06192381",0.054677033888969
"cg06202053",0.506465773607903
"cg06208270",0.469131346655859
"cg06213468",0.114582032497847
"cg06214925",0.140592202994477
"cg06222087",0.847835518718655
"cg06223120",0.417986302528045
"cg06226150",0.243535586804375
"cg06230674",0.288013986933774
"cg06230805",0.591012426678423
"cg06230839",0.616406156311235
"cg06230847",0.550954185254405
"cg06231995",0.0935639373676282
"cg06233202",0.262488548168432
"cg06237487",0.818936422116962
"cg06240200",0.806743637193229
"cg06244417",0.569743369029655
"cg06244497",0.121108340747805
"cg06263495",0.161731354589836
"cg06269753",0.0938025731482331
"cg06276663",0.458101750051162
"cg06279276",0.210600821123906
"cg06280059",0.561617472642838
"cg06283478",0.598207355652406
"cg06285333",0.675276494684015
"cg06291107",0.573940943003393
"cg06291428",0.969767138178877
"cg06291867",0.177840110074747
"cg06293108",0.16612196253577
"cg06294803",0.201507455153559
"cg06295856",0.149071379510317
"cg06296597",0.826732028772433
"cg06303168",0.428875920280555
"cg06306198",0.186315680669285
"cg06312789",0.222122673431763
"cg06312985",0.311482294821934
"cg06315149",0.835542569630663
"cg06315217",0.675820508900417
"cg06318164",0.105721709640685
"cg06323332",0.251030912301596
"cg06327515",0.240499645709255
"cg06329491",0.243255567858567
"cg06333800",0.342586575498916
"cg06335143",0.206446441964313
"cg06336535",0.410871709817257
"cg06340161",0.838502107019772
"cg06340364",0.339101009793859
"cg06346099",0.772873706560644
"cg06346307",0.55328407665201
"cg06346335",0.361817849348601
"cg06348826",0.671795432220046
"cg06351481",0.656359881831675
"cg06360527",0.757924806908347
"cg06361108",0.0450449130869233
"cg06363129",0.502310997092246
"cg06368093",0.153391992618519
"cg06369624",0.123134199546344
"cg06372654",0.579132999087217
"cg06372850",0.270444937056426
"cg06376402",0.747959137435763
"cg06377635",0.224734327692244
"cg06379214",0.688238585246794
"cg06380320",0.524224030822609
"cg06381803",0.510206635459359
"cg06391412",0.836032225799047
"cg06391982",0.380784857664005
"cg06392169",0.0574039780645341
"cg06394460",0.626169246482493
"cg06401019",0.0958231029274537
"cg06405563",0.481048365269499
"cg06410849",0.729116171612111
"cg06411447",0.744343162849701
"cg06413398",0.281467131391669
"cg06413842",0.848582591906005
"cg06415891",0.709459548674836
"cg06419432",0.197707478158003
"cg06419846",0.908682465676239
"cg06422947",0.784450171476047
"cg06424065",0.293517747601373
"cg06425868",0.725130816749128
"cg06430220",0.42985752330564
"cg06430309",0.808355791602338
"cg06432342",0.882247287327877
"cg06432753",0.756263908990453
"cg06434732",0.149255464313269
"cg06436667",0.899623718879386
"cg06437747",0.266066522026184
"cg06440946",0.112039589202374
"cg06448705",0.264332666669851
"cg06452184",0.765053673407308
"cg06453241",0.754132656539686
"cg06455149",0.399903698557842
"cg06458086",0.753125407294077
"cg06458239",0.116406473623977
"cg06458707",0.718424230145716
"cg06462291",0.075840927473645
"cg06466839",0.600647410560846
"cg06469895",0.543068398305155
"cg06473363",0.758910547449829
"cg06474661",0.713675927416869
"cg06478823",0.210908109752542
"cg06479433",0.737227417580205
"cg06484100",0.44250397918311
"cg06487082",0.237388839301746
"cg06488443",0.136008084542611
"cg06492796",0.367332425559808
"cg06493829",0.0722108019073446
"cg06493994",0.184385682986394
"cg06494199",0.69139483316232
"cg06494464",0.574645067816798
"cg06496222",0.15345739899385
"cg06496803",0.393471746745799
"cg06500792",0.611620120388839
"cg06503286",0.889889906693722
"cg06505619",0.777815634118137
"cg06507244",0.843005027047123
"cg06507987",0.304859819575938
"cg06511330",0.780443417286385
"cg06513075",0.0428932872686857
"cg06513695",0.331220414000126
"cg06518251",0.166782053778992
"cg06520296",0.522173317131955
"cg06522288",0.0993945153080904
"cg06522456",0.173409704151031
"cg06524165",0.206712871818067
"cg06525670",0.183308686997443
"cg06526721",0.357723222849343
"cg06527213",0.481666376852251
"cg06528816",0.788546913258063
"cg06528823",0.607347188601419
"cg06532163",0.377976940243897
"cg06533629",0.100548162391297
"cg06542681",0.845247751699319
"cg06544310",0.0967760774378901
"cg06547285",0.705846300242243
"cg06553792",0.782736713942907
"cg06557358",0.0669820575913049
"cg06557644",0.505306094681883
"cg06558502",0.216428486323394
"cg06559878",0.55452252370069
"cg06561728",0.655446086432889
"cg06563300",0.299211823593425
"cg06567373",0.187647610874552
"cg06567920",0.725878847415036
"cg06568490",0.695316809006536
"cg06569117",0.853528644189547
"cg06570224",0.301663606003981
"cg06571407",0.11163611017017
"cg06572563",0.169362135454637
"cg06574422",0.54964838142902
"cg06575692",0.445813158459254
"cg06578434",0.421944457512441
"cg06579154",0.131936054154821
"cg06585734",0.804696989066822
"cg06588605",0.157728929602141
"cg06589051",0.738492452806499
"cg06592167",0.795394894467634
"cg06594404",0.239247445232776
"cg06595162",0.731425204790379
"cg06600936",0.766592012358069
"cg06602847",0.202527444986712
"cg06605053",0.141072609585013
"cg06617834",0.59975192982722
"cg06618740",0.722025907567214
"cg06619959",0.535800780474151
"cg06620837",0.0804756819671888
"cg06620993",0.472411200041507
"cg06621080",0.504229587918812
"cg06628000",0.392851030995958
"cg06629453",0.609177171281419
"cg06629713",0.796554545461852
"cg06632549",0.585894816194403
"cg06633438",0.443562836251959
"cg06634140",0.46025969632762
"cg06635946",0.608634902403529
"cg06637774",0.373509815571095
"cg06638023",0.355900083875279
"cg06638433",0.209406342361706
"cg06638451",0.559593765751492
"cg06639320",0.408711562492529
"cg06640584",0.084563054004744
"cg06647600",0.661256815117482
"cg06648759",0.535283977424774
"cg06650246",0.373067553585812
"cg06653632",0.770742864287662
"cg06655861",0.62587188227799
"cg06665453",0.440863887801745
"cg06667761",0.18800558612579
"cg06670599",0.637807222525652
"cg06671387",0.147433986404693
"cg06672696",0.760113116891136
"cg06679494",0.0915844638358546
"cg06680529",0.673365123733507
"cg06682445",0.571585155277489
"cg06683078",0.648424984868447
"cg06685111",0.381023903464687
"cg06687489",0.217136574781686
"cg06688848",0.0414952088785463
"cg06689045",0.717669795980098
"cg06690548",0.85089809419778
"cg06694040",0.122456891835919
"cg06698686",0.886086607634889
"cg06699555",0.178915328471987
"cg06700146",0.0953216355809029
"cg06704518",0.099586460806117
"cg06707236",0.81585410011773
"cg06707970",0.15651085981662
"cg06707978",0.205802642965088
"cg06710464",0.716662187418673
"cg06710735",0.566957255399296
"cg06711254",0.753125999734165
"cg06711259",0.851350724295737
"cg06712542",0.786474551960018
"cg06714761",0.602487523249267
"cg06717068",0.787411693719753
"cg06720722",0.722246262080928
"cg06726390",0.28986144815673
"cg06726860",0.929253999045384
"cg06727242",0.319254318079599
"cg06730250",0.723695356800301
"cg06731865",0.607410236179775
"cg06737494",0.216392648773942
"cg06737912",0.519952918425352
"cg06738602",0.144877468917876
"cg06738887",0.296380909043616
"cg06739520",0.0599351080952003
"cg06744585",0.592730031365832
"cg06749872",0.623365705757251
"cg06752482",0.491909747020698
"cg06755427",0.577375024561827
"cg06757775",0.0991972770376366
"cg06757928",0.641168198728317
"cg06759309",0.646244288307325
"cg06759971",0.239868535585318
"cg06761377",0.75583963933328
"cg06765217",0.0804318917439898
"cg06768361",0.930250823382035
"cg06778429",0.045491371842117
"cg06782035",0.117590068992381
"cg06783533",0.841805035622213
"cg06784232",0.525928169770895
"cg06784824",0.549951054126154
"cg06784991",0.234754894011564
"cg06785293",0.663591330493641
"cg06785429",0.384216809382799
"cg06791963",0.746136520757553
"cg06797389",0.728694967887828
"cg06800658",0.316227956494722
"cg06805925",0.636565331470489
"cg06806958",0.119837440265099
"cg06806969",0.0954174095363111
"cg06807117",0.0787264213403963
"cg06810647",0.215007660423342
"cg06811467",0.286858528843804
"cg06815976",0.41644456722434
"cg06816235",0.0964603784347556
"cg06817772",0.559915693720367
"cg06818582",0.66587627011763
"cg06818777",0.130982192242603
"cg06819923",0.613799875623783
"cg06821999",0.2311150951916
"cg06822193",0.690785864128838
"cg06826760",0.722457110548628
"cg06829584",0.49020831778153
"cg06829686",0.0753415857102218
"cg06829760",0.423845831821335
"cg06829968",0.0623524823854528
"cg06832008",0.348853624859452
"cg06832406",0.761427815509601
"cg06832677",0.441311479381477
"cg06834916",0.796060549092821
"cg06836102",0.739035511004428
"cg06836406",0.313568010332372
"cg06836480",0.499581909383493
"cg06836772",0.163547141627586
"cg06836849",0.054390862202485
"cg06837325",0.557480529080156
"cg06840154",0.784448742398113
"cg06846310",0.126756763237613
"cg06846976",0.805442616111221
"cg06847021",0.77259093817882
"cg06849477",0.183616736500612
"cg06850005",0.285373496733455
"cg06850526",0.445646761075657
"cg06852240",0.724579749697497
"cg06855485",0.655453417511182
"cg06856840",0.295324266522767
"cg06857094",0.37442265902528
"cg06857116",0.456307391776032
"cg06865036",0.733263399006275
"cg06866686",0.175903041422126
"cg06867755",0.457304093644795
"cg06868100",0.248681357048439
"cg06868946",0.354316029221528
"cg06874016",0.301381489207383
"cg06875863",0.673628854884184
"cg06878361",0.320289075227866
"cg06884401",0.259290213419567
"cg06885459",0.52785770447372
"cg06889108",0.504014665084625
"cg06889971",0.679017551639732
"cg06891775",0.689631607548307
"cg06892898",0.201206781675558
"cg06893273",0.457452078890549
"cg06894628",0.636374709307482
"cg06895124",0.564999366275215
"cg06898830",0.739785692191309
"cg06901890",0.16336113368921
"cg06908778",0.146346616136548
"cg06911238",0.801407192660208
"cg06912282",0.446662397793182
"cg06921573",0.104799356928556
"cg06923616",0.271475761307074
"cg06926735",0.0338161886804373
"cg06928325",0.691108491188209
"cg06930757",0.325056434673227
"cg06933384",0.165768229070359
"cg06933965",0.352603913767303
"cg06937409",0.530305210900498
"cg06942685",0.229324543838203
"cg06942701",0.198284302931957
"cg06942979",0.614923522887527
"cg06943835",0.635444006117736
"cg06946371",0.0598120649868286
"cg06947286",0.280849259311212
"cg06952310",0.684881031455431
"cg06957447",0.157047222383967
"cg06958034",0.0591316300039587
"cg06962748",0.31656804815717
"cg06962782",0.0951220676868824
"cg06964816",0.242492268480249
"cg06965409",0.892739814176446
"cg06966811",0.278924669127901
"cg06970884",0.166509053114002
"cg06972908",0.736495254227821
"cg06974428",0.488164030755889
"cg06975311",0.170903881879603
"cg06975499",0.0449453095018856
"cg06976025",0.110085524616042
"cg06976485",0.287162903812136
"cg06978145",0.712836088935551
"cg06980932",0.574047616721214
"cg06981309",0.450693746249673
"cg06982272",0.288250953453496
"cg06983052",0.564650549373416
"cg06984156",0.318915539680509
"cg06987246",0.499694058711282
"cg06988336",0.804062684265269
"cg06992688",0.563031181047514
"cg06993413",0.0782210882837483
"cg06994793",0.034087758690845
"cg06998507",0.137811569849207
"cg07005055",0.0677293027329292
"cg07005444",0.326054182963063
"cg07005778",0.132360484667202
"cg07006935",0.31808671507155
"cg07013698",0.301025347084309
"cg07015784",0.833655547229422
"cg07017125",0.654377994555037
"cg07018645",0.778761227511381
"cg07019303",0.688805692656558
"cg07021906",0.676475843674451
"cg07026636",0.328624933376064
"cg07026910",0.668420598816909
"cg07027457",0.820837312707871
"cg07030373",0.670900980817421
"cg07031872",0.609446190793155
"cg07033202",0.341433053298738
"cg07033253",0.717646840467656
"cg07038400",0.625019973971909
"cg07039560",0.662864522020461
"cg07040244",0.318724117543614
"cg07044859",0.455025495727901
"cg07047570",0.212389119475912
"cg07048044",0.244883457128107
"cg07052063",0.54892981658058
"cg07052737",0.430229431241892
"cg07053699",0.428217779386729
"cg07054502",0.572980906854952
"cg07056138",0.177390817991565
"cg07056567",0.174229266420377
"cg07057831",0.388273406324387
"cg07060505",0.826372015811191
"cg07060551",0.168937190499214
"cg07060794",0.400338091288222
"cg07062476",0.0980363358258036
"cg07063068",0.0655116004999917
"cg07065217",0.260626652875779
"cg07067189",0.789107715083789
"cg07067577",0.545637149306399
"cg07068062",0.136891981903981
"cg07068187",0.396783873697487
"cg07068382",0.424060676543414
"cg07069636",0.439867913866566
"cg07069844",0.142816330272452
"cg07073964",0.544548054450518
"cg07076850",0.742265163368947
"cg07077665",0.264390360431074
"cg07078732",0.558595863842619
"cg07078958",0.148712666563886
"cg07080372",0.175322221831819
"cg07081759",0.574856551373882
"cg07082267",0.404186127292727
"cg07083941",0.710980491031444
"cg07084358",0.486086496922675
"cg07084627",0.346269394394445
"cg07086226",0.722477835815463
"cg07091529",0.489808790311639
"cg07092805",0.479076786057236
"cg07095347",0.359334686515374
"cg07097417",0.603703240864691
"cg07098391",0.141000058916225
"cg07101909",0.041334043158181
"cg07101980",0.713487129394346
"cg07103517",0.494007006379335
"cg07104417",0.670518487199437
"cg07104557",0.680160578733006
"cg07104660",0.066046892566188
"cg07107113",0.676372975776682
"cg07110801",0.269374762777428
"cg07112260",0.117445457999567
"cg07116631",0.63285648307038
"cg07121900",0.296429012370234
"cg07123069",0.135202663583231
"cg07125256",0.802601937098928
"cg07125635",0.732069889949171
"cg07126783",0.459714210266873
"cg07133347",0.58431561589523
"cg07134632",0.762873162509904
"cg07135614",0.129007451718687
"cg07135732",0.103389520236065
"cg07139527",0.713252542150157
"cg07140497",0.794083785461469
"cg07140792",0.630194600618686
"cg07143462",0.488540980140827
"cg07144984",0.40795760134868
"cg07145284",0.280290820181608
"cg07147364",0.0948977039537522
"cg07147614",0.506736780795501
"cg07149609",0.10485901945759
"cg07158065",0.703241926941906
"cg07158339",0.36731966850074
"cg07158495",0.863059181580008
"cg07158747",0.170279883349622
"cg07159958",0.184900764847145
"cg07162320",0.552616686647666
"cg07164639",0.384123649651708
"cg07167185",0.394138868626429
"cg07168556",0.771862456804252
"cg07168930",0.879868515706286
"cg07170300",0.149434487573366
"cg07171111",0.0430443770875734
"cg07172334",0.586091204326982
"cg07172755",0.645769016042332
"cg07172885",0.273187824218349
"cg07173688",0.663605789600863
"cg07173823",0.450529032570672
"cg07177756",0.238077345814281
"cg07177867",0.770931323536429
"cg07178006",0.179673623308599
"cg07178945",0.350294884911914
"cg07180212",0.44724229470887
"cg07180649",0.144981513875326
"cg07184986",0.727714631249062
"cg07186576",0.358649595724673
"cg07194321",0.178777453643548
"cg07195224",0.178984888230755
"cg07201996",0.735732939937106
"cg07204479",0.708784267906708
"cg07206827",0.66356440540991
"cg07207652",0.700682646541827
"cg07207669",0.617033225274297
"cg07209244",0.335125017794868
"cg07211259",0.188502129764849
"cg07213830",0.411808495742696
"cg07216133",0.736912176971477
"cg07217350",0.147065686937203
"cg07219494",0.580827890246084
"cg07220939",0.580935588170621
"cg07223180",0.582081328435387
"cg07223648",0.572038919340999
"cg07224914",0.0643792251488805
"cg07236943",0.0608997014515448
"cg07237926",0.526560085490338
"cg07240689",0.54788709477604
"cg07241925",0.349508682510256
"cg07243147",0.302610002109876
"cg07247419",0.194571857647737
"cg07248223",0.382053962401895
"cg07248377",0.577728663157094
"cg07250214",0.505174077473193
"cg07250758",0.853696399785479
"cg07251887",0.452605628716315
"cg07252792",0.558610633662147
"cg07254032",0.20759274054003
"cg07258627",0.142138357425221
"cg07265015",0.637996388610377
"cg07265300",0.059445797551545
"cg07265588",0.711707036153993
"cg07266431",0.154560776442903
"cg07267296",0.0776234009338972
"cg07267845",0.747746029947295
"cg07274716",0.157729455995579
"cg07278181",0.812157208698869
"cg07283441",0.363049447535396
"cg07285276",0.781037298504417
"cg07285481",0.616746395583767
"cg07286682",0.351297474871104
"cg07289618",0.700450758673763
"cg07291563",0.0422249544066167
"cg07298547",0.678176399385218
"cg07298772",0.546351989175008
"cg07300558",0.116344042588954
"cg07303143",0.0701391995589447
"cg07303931",0.844537279025943
"cg07306253",0.29423606519929
"cg07310671",0.746324143617683
"cg07313679",0.0408886461636479
"cg07313882",0.282223223663509
"cg07315010",0.165056296326646
"cg07318627",0.542284475011183
"cg07320140",0.366634266017525
"cg07324116",0.78171326951696
"cg07324381",0.42495973551825
"cg07326016",0.745944518566593
"cg07329360",0.173240954836811
"cg07333021",0.533435035097811
"cg07336350",0.221033075593436
"cg07337598",0.757681496193487
"cg07338658",0.925603122272431
"cg07339236",0.1343434323882
"cg07342322",0.343444446882526
"cg07344315",0.726377001334003
"cg07346187",0.267949080447554
"cg07351143",0.366510979935888
"cg07357157",0.876885351748509
"cg07357683",0.719200899278264
"cg07363543",0.168925962556358
"cg07365960",0.125994886848672
"cg07367302",0.457401603335743
"cg07367607",0.439979140782771
"cg07372520",0.770524186098137
"cg07374224",0.639050718346381
"cg07375256",0.344981270625448
"cg07382687",0.505101542264607
"cg07388493",0.459355168355544
"cg07393369",0.589334245301493
"cg07394446",0.0590943250508524
"cg07394719",0.185369141121949
"cg07405182",0.667110778634134
"cg07408456",0.332062595227365
"cg07410597",0.849911986490912
"cg07416237",0.198414442955279
"cg07418114",0.719355091468236
"cg07422880",0.648035201181854
"cg07426960",0.664461547794486
"cg07430472",0.115499759129307
"cg07435237",0.0491240530755076
"cg07435445",0.161612513295368
"cg07439128",0.168830583689603
"cg07440264",0.698687148820818
"cg07443710",0.640930525508478
"cg07449091",0.267059003120177
"cg07452306",0.33719214879783
"cg07452625",0.751083402469175
"cg07455279",0.209816579782738
"cg07456681",0.53470479109163
"cg07458272",0.632562498071799
"cg07465627",0.321343969194885
"cg07466622",0.147237175584471
"cg07467649",0.487154507622829
"cg07468327",0.483727429164097
"cg07469815",0.670827486194231
"cg07471203",0.670508693111214
"cg07472953",0.698748576836246
"cg07475394",0.760886311231394
"cg07478501",0.841780556456062
"cg07482936",0.0963146181578756
"cg07484827",0.880134861440713
"cg07487572",0.732043846715155
"cg07494518",0.0648889619883698
"cg07495704",0.389573555386234
"cg07497941",0.856026890279621
"cg07498421",0.105444852381494
"cg07502389",0.141956383813756
"cg07504763",0.487435276727279
"cg07504977",0.364037521534115
"cg07505433",0.820400975439454
"cg07506055",0.737531916443106
"cg07511409",0.680404199636355
"cg07512361",0.757667148599036
"cg07512993",0.400360075310104
"cg07514618",0.865323282771121
"cg07515196",0.148637184015195
"cg07516252",0.0881955624338146
"cg07516483",0.193071319380158
"cg07519471",0.42626457351292
"cg07519485",0.671835976562156
"cg07521618",0.720027032926386
"cg07522194",0.898112306519906
"cg07524398",0.695996572083
"cg07525299",0.821029774815309
"cg07525420",0.21037647308238
"cg07536102",0.340572002014296
"cg07536910",0.120335159741546
"cg07537699",0.669137405780796
"cg07539709",0.539436341923558
"cg07543400",0.539824626379692
"cg07543830",0.589738682434363
"cg07544187",0.0822497690558896
"cg07546943",0.549989224641229
"cg07547549",0.352183908626156
"cg07551060",0.269457060164763
"cg07553761",0.309239020608316
"cg07556261",0.542073982617967
"cg07558761",0.662446790514728
"cg07564563",0.432041293812398
"cg07565042",0.740263960398832
"cg07570113",0.669174041480627
"cg07570835",0.707802575540454
"cg07571928",0.520613807600108
"cg07571951",0.408110630257834
"cg07573872",0.707070561321215
"cg07582655",0.802059844356087
"cg07582661",0.775522687049177
"cg07583137",0.705118513059751
"cg07584066",0.278848762242264
"cg07584558",0.0862850338306921
"cg07589342",0.110040221873808
"cg07595943",0.978859509694126
"cg07605836",0.237504783340365
"cg07606115",0.785023281647461
"cg07612978",0.773474721942008
"cg07613364",0.0899642607136329
"cg07613994",0.846762818629
"cg07616871",0.627034009833261
"cg07618085",0.706561739452651
"cg07620889",0.0856395483031711
"cg07621749",0.147090634119323
"cg07628580",0.394324020471683
"cg07629125",0.677179815478841
"cg07629854",0.0992014168434952
"cg07636225",0.824428187021454
"cg07639287",0.227152376416653
"cg07640648",0.0609514637980791
"cg07642566",0.0917491841050794
"cg07650504",0.0971773211740779
"cg07651540",0.650519064449511
"cg07654588",0.658758324773729
"cg07654934",0.0538628862579999
"cg07657357",0.550987354114992
"cg07658590",0.392744357086192
"cg07663789",0.0460807804713022
"cg07665387",0.150135495303947
"cg07672051",0.529705631540731
"cg07673230",0.456239132203207
"cg07675031",0.351734148024845
"cg07675998",0.891988065818861
"cg07676709",0.536087470955161
"cg07678904",0.0250069458191494
"cg07679370",0.742229955550864
"cg07683636",0.651537542376817
"cg07684519",0.230585792146939
"cg07685563",0.580309662378723
"cg07685728",0.0457759296578083
"cg07687131",0.172725756009106
"cg07687398",0.732067999775881
"cg07690768",0.544199737434762
"cg07693974",0.112413665087838
"cg07694319",0.378643317979979
"cg07703401",0.0944845982976548
"cg07705835",0.509768499775031
"cg07707505",0.661685631070024
"cg07708721",0.628331251805648
"cg07711192",0.597643307646804
"cg07718813",0.581650729506406
"cg07719512",0.462374146598087
"cg07723258",0.762870113230609
"cg07726287",0.56359787156205
"cg07729082",0.799727417064044
"cg07729527",0.33743955729592
"cg07730301",0.357050285707944
"cg07739179",0.334385607625844
"cg07739369",0.196498179742815
"cg07740110",0.550926563142766
"cg07742396",0.444939205375309
"cg07744430",0.369626358407158
"cg07747220",0.662286630509765
"cg07747616",0.593614020690631
"cg07748253",0.653053223971216
"cg07752613",0.596002226988137
"cg07753644",0.0881555241714408
"cg07756788",0.762557862029344
"cg07757535",0.31424657452272
"cg07765674",0.589915999160549
"cg07769015",0.500407482820545
"cg07769588",0.490161865014168
"cg07770222",0.666786321026236
"cg07779313",0.773929243579444
"cg07781445",0.66990018224085
"cg07783843",0.270309017328862
"cg07787614",0.462172234498542
"cg07788348",0.1133633171622
"cg07789940",0.707709199814613
"cg07795082",0.811370807266001
"cg07797397",0.152754738788807
"cg07799005",0.0645792493974976
"cg07800658",0.705563630083656
"cg07803108",0.229880556895039
"cg07803236",0.0550141409413019
"cg07804276",0.148975276557052
"cg07804470",0.336076298691117
"cg07804973",0.772049593657687
"cg07805029",0.578760590391707
"cg07805604",0.279600222474438
"cg07806886",0.102095120824102
"cg07808761",0.671919746675323
"cg07810039",0.124169565148474
"cg07810884",0.840090650403346
"cg07812289",0.890608630817033
"cg07812957",0.515534641051724
"cg07813495",0.466369392246599
"cg07814932",0.52043679809501
"cg07815521",0.550906199766218
"cg07817686",0.105861630248981
"cg07817698",0.0411414987447261
"cg07824483",0.424977279300273
"cg07825294",0.369706310337274
"cg07826172",0.845855856074671
"cg07827420",0.44959750397798
"cg07830855",0.569184219075944
"cg07839313",0.531142988524554
"cg07844518",0.396156377686566
"cg07845392",0.374337975849659
"cg07849904",0.0573688522086652
"cg07850154",0.374556341396644
"cg07850604",0.0768070029627539
"cg07851675",0.142414199683846
"cg07855221",0.440651203042451
"cg07856667",0.947818470011449
"cg07857040",0.888346099759993
"cg07861456",0.338842216100268
"cg07862235",0.852384532396465
"cg07866632",0.318600033025484
"cg07869023",0.385753629326994
"cg07869232",0.459785987155363
"cg07870237",0.277746883987687
"cg07871059",0.11764932907082
"cg07873128",0.868537110203588
"cg07875215",0.604957057586748
"cg07875335",0.801106527578279
"cg07875786",0.333204738441851
"cg07880943",0.552189209317433
"cg07882302",0.49408012315427
"cg07884764",0.174638625169626
"cg07891268",0.718986787229422
"cg07891658",0.849839958780901
"cg07891911",0.433307070751276
"cg07892374",0.265364517261299
"cg07892449",0.529040307571228
"cg07892597",0.251978221802985
"cg07894352",0.256135049903547
"cg07895132",0.397251923633604
"cg07896667",0.690932745422403
"cg07904865",0.779845424307001
"cg07905568",0.724406802087912
"cg07905808",0.502019297712846
"cg07906726",0.689379529630041
"cg07908654",0.826523071481805
"cg07908984",0.799339582895653
"cg07910065",0.852266783106636
"cg07915206",0.451619385992619
"cg07916022",0.832945400150667
"cg07918509",0.801500606375463
"cg07920503",0.100527866170753
"cg07921625",0.139815328431076
"cg07922513",0.579526072210204
"cg07923390",0.808930966843388
"cg07927379",0.0423869623151049
"cg07929310",0.0679507094367589
"cg07940585",0.213225984111941
"cg07942040",0.804913013968521
"cg07946633",0.349376226374374
"cg07949141",0.773808146437891
"cg07949597",0.386262972584622
"cg07951347",0.0977959440353254
"cg07951949",0.55986166925231
"cg07953890",0.151850939382963
"cg07955004",0.869972308892938
"cg07955064",0.574484361747633
"cg07955995",0.0524584133881059
"cg07956897",0.105219488117466
"cg07957458",0.914908622353789
"cg07960624",0.397158239854322
"cg07960944",0.0467024040195732
"cg07962309",0.737011118601762
"cg07962934",0.849473629177546
"cg07963234",0.128307477112079
"cg07970325",0.471343618914656
"cg07970948",0.874222107035705
"cg07971007",0.83598107089255
"cg07979757",0.871900524922774
"cg07986907",0.733426716083999
"cg07992500",0.594975670453247
"cg07996594",0.936464738197388
"cg08004014",0.312543642905597
"cg08004525",0.179070908944236
"cg08005122",0.122375339095456
"cg08005460",0.515315498542087
"cg08006309",0.636264763147473
"cg08018825",0.196171322957635
"cg08022543",0.342906961661402
"cg08023265",0.247976970353059
"cg08030082",0.479169555761232
"cg08035323",0.286100959033628
"cg08035694",0.739046561933721
"cg08035942",0.0727025729088517
"cg08036172",0.481876764954296
"cg08036553",0.642692098724167
"cg08038054",0.417465300507408
"cg08039301",0.183613591858993
"cg08043998",0.740159770769222
"cg08044694",0.356242567930853
"cg08044789",0.570533300316133
"cg08046044",0.340466563947738
"cg08048577",0.165494947854291
"cg08051604",0.783463812250274
"cg08055663",0.0792463519054817
"cg08056778",0.800715087550238
"cg08057103",0.109335806762181
"cg08058156",0.247433336154419
"cg08059678",0.798728083766415
"cg08061524",0.967043131075078
"cg08066875",0.501990183722292
"cg08067365",0.0357085166376282
"cg08070022",0.142502093473042
"cg08074477",0.576650090586176
"cg08077807",0.893113713923921
"cg08078028",0.550388889706244
"cg08079908",0.107091391316734
"cg08080174",0.629181354608261
"cg08082862",0.711608979918648
