"site","Coefficient","order","Model"
"cg22874802",0.255769527167804,1,"Age-Young"
"cg13706315",-0.103191167915685,1,"Age-Young"
"cg11629830",0.472575514852597,1,"Age-Young"
"cg27344587",0.134536244849988,1,"Age-Young"
"cg00384539",-0.444969547244238,1,"Age-Young"
"cg21618751",-0.990683778970046,1,"Age-Young"
"cg22052056",0.109483603266972,1,"Age-Young"
"cg03590328",0.23768570452927,1,"Age-Young"
"cg05647891",-0.614282301148597,1,"Age-Young"
"cg13673164",-0.632768313716357,1,"Age-Young"
"cg04306926",0.097490267907189,1,"Age-Young"
"cg24891133",-0.159690039302252,1,"Age-Young"
"cg08038054",-1.49784731437413,1,"Age-Young"
"cg15233611",-0.168369015151078,1,"Age-Young"
"cg02750743",0.316405739021997,1,"Age-Young"
"cg25103895",-1.41516194150783,1,"Age-Young"
"cg01022974",0.1411606266203,1,"Age-Young"
"cg20080616",-0.350669819621904,1,"Age-Young"
"cg17588800",0.281655429521394,1,"Age-Young"
"cg14419435",-0.940934107470101,1,"Age-Young"
"cg21943117",-0.333405478966605,1,"Age-Young"
"cg01433297",0.880170090818941,1,"Age-Young"
"cg23766254",-0.769349724346738,1,"Age-Young"
"cg13038618",-0.849495225004588,1,"Age-Young"
"cg25648203",-0.561360007141752,1,"Age-Young"
"cg12402251",0.724508261135044,1,"Age-Young"
"cg20426710",-0.71207883256879,1,"Age-Young"
"cg17567838",-0.477199324237831,1,"Age-Young"
"cg14951598",0.470915552084441,1,"Age-Young"
"cg09748749",-0.699840884026117,1,"Age-Young"
"cg18315935",0.813623330836021,1,"Age-Young"
"cg06413398",0.0326545604180755,1,"Age-Young"
"cg03857453",0.674246782152018,1,"Age-Young"
"cg03940776",0.155599515331803,1,"Age-Young"
"cg00688297",0.12396847469229,1,"Age-Young"
"cg20818778",0.24036916586216,1,"Age-Young"
"cg14165660",-0.152632328560709,1,"Age-Young"
"cg14036830",-0.418672552773841,1,"Age-Young"
"cg02079413",0.116205323766763,1,"Age-Young"
"cg26753608",0.521093395789979,1,"Age-Young"
"cg26926221",-0.16013218468301,1,"Age-Young"
"cg12490835",0.110217707604524,1,"Age-Young"
"cg21632975",0.205169056197752,1,"Age-Young"
"cg14909179",-0.0303524714833758,1,"Age-Young"
"cg11210880",0.835503928278466,1,"Age-Young"
"cg19563510",0.375742270757123,1,"Age-Young"
"cg07803236",0.805952285889702,1,"Age-Young"
"cg19269039",-0.0353833146571273,1,"Age-Young"
"cg04863713",0.37490217861339,1,"Age-Young"
"cg13733787",0.558426044036755,1,"Age-Young"
"cg07204479",0.204246656539952,1,"Age-Young"
"cg25977493",0.0462354717017392,1,"Age-Young"
"cg25582401",0.348636767129233,1,"Age-Young"
"cg00174992",-1.21928508163055,1,"Age-Young"
"cg20615117",0.185613957716526,1,"Age-Young"
"cg23077820",0.0211030189197966,1,"Age-Young"
"cg19757176",0.747589988908806,1,"Age-Young"
"cg26955383",0.514136636619302,1,"Age-Young"
"cg23039195",0.10605911806875,1,"Age-Young"
"cg01844642",0.497733007164668,1,"Age-Young"
"cg02318971",0.546587153934841,1,"Age-Young"
"cg02504211",-0.265227945952966,1,"Age-Young"
"cg03639223",-0.0593708201038034,1,"Age-Young"
"cg12144681",0.12082566654757,1,"Age-Young"
"cg05148180",0.57239673173578,1,"Age-Young"
"cg12461930",-0.724525701048551,1,"Age-Young"
"cg18474153",1.10532837450035,1,"Age-Young"
"cg06073351",0.12721104990273,1,"Age-Young"
"cg01405582",0.031406296329402,1,"Age-Young"
"cg03746015",0.11114318915366,1,"Age-Young"
"cg07178945",-1.05186353572685,1,"Age-Young"
"cg16797009",0.315742356311668,1,"Age-Young"
"cg23664926",-0.508489484387912,1,"Age-Young"
"cg12315466",-0.0784852403054697,1,"Age-Young"
"cg04815334",-0.0135175468421285,1,"Age-Young"
"cg09936933",0.120782836298995,1,"Age-Young"
"cg26729380",-0.397829506350558,1,"Age-Young"
"cg15711508",-1.64077874561121,1,"Age-Young"
"cg23565821",0.662442679985637,1,"Age-Young"
"cg11274314",0.649583142218312,1,"Age-Young"
"cg12806681",-0.193157756655125,1,"Age-Young"
"cg26831416",-0.097470236393927,1,"Age-Young"
"cg01355392",-0.0304640135915672,1,"Age-Young"
"cg00469800",0.26947007592726,1,"Age-Young"
"cg10827488",0.240986321640097,1,"Age-Young"
"cg07056567",0.0111544267369787,1,"Age-Young"
"cg07209244",0.447872717909902,1,"Age-Young"
"cg09670127",-0.49641489441804,1,"Age-Young"
"cg26567688",0.297573009578896,1,"Age-Young"
"cg27166177",-2.39229730882689,1,"Age-Young"
"cg03000846",0.0291535375633586,1,"Age-Young"
"cg19991948",-1.98172425786954,1,"Age-Young"
"cg03771840",0.359703853100696,1,"Age-Young"
"cg09547119",-0.136752741679084,1,"Age-Young"
"cg06585734",-0.618278119740077,1,"Age-Young"
"cg09865593",-0.454212703899109,1,"Age-Young"
"cg20793532",-0.378955955923784,1,"Age-Young"
"cg27332878",-0.980797416418204,1,"Age-Young"
"cg10717312",-0.659111421382014,1,"Age-Young"
"cg11693709",-0.269164572403193,1,"Age-Young"
"cg18473335",0.107793571161156,1,"Age-Young"
"cg19015086",0.0825546601827637,1,"Age-Young"
"cg09124496",0.54346486247054,1,"Age-Young"
"cg26465391",0.885335245755464,1,"Age-Young"
"cg22282672",-0.2050375526287,1,"Age-Young"
"cg02923856",0.14779422172929,1,"Age-Young"
"cg00404400",-0.318392025091893,1,"Age-Young"
"cg23201340",-0.13461083137217,1,"Age-Young"
"cg01275932",-0.275918188452774,1,"Age-Young"
"cg23538901",0.784353647137878,1,"Age-Young"
"cg02968508",-0.456392195803218,1,"Age-Young"
"cg25680628",0.211496685567975,1,"Age-Young"
"cg20059928",-0.0908005068645941,1,"Age-Young"
"cg03302822",0.451468945252587,1,"Age-Young"
"cg26158023",-0.950629375384484,1,"Age-Young"
"cg08730245",-0.259897136569615,1,"Age-Young"
"cg15481583",-1.41499356019451,1,"Age-Young"
"cg18906360",-0.143825165688499,1,"Age-Young"
"cg18222865",-0.116143944628254,1,"Age-Young"
"cg08924321",0.0988909090776425,1,"Age-Young"
"cg22230912",-0.36039916190926,1,"Age-Young"
"cg14462670",0.230306300742227,1,"Age-Young"
"cg25212025",-0.236267247867039,1,"Age-Young"
"cg24099956",-0.963231979984522,1,"Age-Young"
"cg26675379",0.20482813366613,1,"Age-Young"
"cg01324550",0.0607750992030188,1,"Age-Young"
"cg18545695",0.18369041098064,1,"Age-Young"
"cg24955895",0.0814998756471012,1,"Age-Young"
"cg00452835",0.0508187001490566,1,"Age-Young"
"cg08125503",-0.295479395318607,1,"Age-Young"
"cg10389454",-0.324266496349605,1,"Age-Young"
"cg14608903",0.118844818184693,1,"Age-Young"
"cg25642315",0.902691299769493,1,"Age-Young"
"cg26994283",0.368692138117881,1,"Age-Young"
"cg02872426",-0.627353600192821,1,"Age-Young"
"cg09802688",-0.28938823001141,1,"Age-Young"
"cg20976787",0.912112946745626,1,"Age-Young"
"cg15349696",-0.181472635656589,1,"Age-Young"
"cg02610360",-0.113874507582257,1,"Age-Young"
"cg00679184",0.473721435240369,1,"Age-Young"
"cg18240400",0.907416737105962,1,"Age-Young"
"cg14631834",-0.0035532390748359,1,"Age-Young"
"cg09041183",-0.23964024014576,1,"Age-Young"
"cg08885800",-0.429941293557779,1,"Age-Young"
"cg00421164",0.698102840266437,1,"Age-Young"
"cg23740758",1.23776338021947,1,"Age-Young"
"cg08639339",0.487053447590145,1,"Age-Young"
"cg16932827",-1.49788792544555,1,"Age-Young"
"cg06783533",0.985027368658789,1,"Age-Young"
"cg05915866",0.149315469736584,1,"Age-Young"
"cg09229492",0.315046255251679,1,"Age-Young"
"cg02231404",-0.396156883429643,1,"Age-Young"
"cg14105680",0.105646765337347,1,"Age-Young"
"cg19505546",0.53546573931852,1,"Age-Young"
"cg26914205",-0.436588904819367,1,"Age-Young"
"cg14109847",0.0787544316259406,1,"Age-Young"
"cg03032798",0.0718010505901199,1,"Age-Young"
"cg19554457",0.187944033956627,1,"Age-Young"
"cg12825509",-0.448532552731212,1,"Age-Young"
"cg06784232",0.289363040390506,1,"Age-Young"
"cg16158027",-0.59612204637342,1,"Age-Young"
"cg18169971",-0.507106586955576,1,"Age-Young"
"cg14847502",0.160260431176938,1,"Age-Young"
"cg08118354",-0.43698241241004,1,"Age-Young"
"cg02954987",0.661437284394931,1,"Age-Young"
"cg02903680",-1.75396450205391,1,"Age-Young"
"cg03172765",0.104012623473201,1,"Age-Young"
"cg02356435",0.0173850096428991,1,"Age-Young"
"cg06707236",-0.264919318632442,1,"Age-Young"
"cg17476951",0.648455569660173,1,"Age-Young"
"cg15701612",0.420085522508247,1,"Age-Young"
"cg10836809",0.306789264823401,1,"Age-Young"
"cg07910065",0.656156863003434,1,"Age-Young"
"cg09298818",0.584571248687482,1,"Age-Young"
"cg02341571",0.146263052507803,1,"Age-Young"
"cg19223467",1.38127495018438,1,"Age-Young"
"cg23822445",0.101896438977982,1,"Age-Young"
"cg26959655",-0.133538667913889,1,"Age-Young"
"cg06094745",-0.146740662183035,1,"Age-Young"
"cg12441066",-0.621088113026652,1,"Age-Young"
"cg17384889",-0.589551770424757,1,"Age-Young"
"cg08593157",-0.176011522340485,1,"Age-Young"
"cg03074946",-0.0427416731250004,1,"Age-Young"
"cg10189661",0.266695647806611,1,"Age-Young"
"cg11058932",-0.0265680211719665,1,"Age-Young"
"cg13435326",0.440188772122198,1,"Age-Young"
"cg23059461",0.128302474207444,1,"Age-Young"
"cg07095347",-0.241827825040452,1,"Age-Young"
"cg14928764",0.515597880869825,1,"Age-Young"
"cg06033949",-0.811275514375728,1,"Age-Young"
"cg11059944",-0.609300289018757,1,"Age-Young"
"cg10424974",-1.767498565426,1,"Age-Young"
"cg11036672",-0.125695375843447,1,"Age-Young"
"cg11717597",0.12632187388609,1,"Age-Young"
"cg25450819",0.0981636578552444,1,"Age-Young"
"cg04159302",-0.144531462473389,1,"Age-Young"
"cg04657044",-0.716706796516295,1,"Age-Young"
"cg04408858",-0.0755593667307119,1,"Age-Young"
"cg23458168",1.1252045494084,1,"Age-Young"
"cg14786790",0.217270438665017,1,"Age-Young"
"cg26579601",0.460099349313895,1,"Age-Young"
"cg27534520",-0.668981840262175,1,"Age-Young"
"cg08801479",0.214862642902399,1,"Age-Young"
"cg01509853",0.319436914743493,1,"Age-Young"
"cg14615927",0.0251420527589383,1,"Age-Young"
"cg05541267",-0.125602805916917,1,"Age-Young"
"cg24387129",-0.567494686235193,1,"Age-Young"
"cg20317872",-0.124486187417155,1,"Age-Young"
"cg10577534",-1.01386082750513,1,"Age-Young"
"cg04820159",-0.332918319140221,1,"Age-Young"
"cg23051349",0.149269128292003,1,"Age-Young"
"cg25934954",-0.797139633242335,1,"Age-Young"
"cg14914552",0.533882232279043,1,"Age-Young"
"cg22489878",-0.242677151986397,1,"Age-Young"
"cg13786089",-0.137103798154342,1,"Age-Young"
"cg24987259",-0.438168153261939,1,"Age-Young"
"cg19588519",-0.203656100143321,1,"Age-Young"
"cg05089897",-0.579221323408966,1,"Age-Young"
"cg02749804",-0.776224720008003,1,"Age-Young"
"cg02950701",-0.0679653828301717,1,"Age-Young"
"cg07140497",-0.0413421706646707,1,"Age-Young"
"cg20563269",1.03365942033962,1,"Age-Young"
"cg09692396",-1.80156952054002,1,"Age-Young"
"cg15251256",0.0502047849530568,1,"Age-Young"
"cg08615650",-0.0603889357789639,1,"Age-Young"
"cg00058879",1.11686928571952,1,"Age-Young"
"cg04862556",0.0336220428184567,1,"Age-Young"
"cg16861964",0.859967516671025,1,"Age-Young"
"cg12134570",-0.753347227096837,1,"Age-Young"
"cg04197548",-0.0287786105260616,1,"Age-Young"
"cg04825872",1.18869800860273,1,"Age-Young"
"cg16116203",1.79008941168058,1,"Age-Young"
"cg15908709",0.308677353491685,1,"Age-Young"
"cg22282410",0.490339554703971,1,"Age-Young"
"cg11693848",-0.0845827903964528,1,"Age-Young"
"cg27576900",0.123518425402693,1,"Age-Young"
"cg05346491",-0.140247348710369,1,"Age-Young"
"cg25085245",-0.0780480679030308,1,"Age-Young"
"cg14404746",-0.851243216849488,1,"Age-Young"
"cg15355713",-0.0547508721499074,1,"Age-Young"
"cg15007156",-0.729975884768997,1,"Age-Young"
"cg18419358",0.125231395196146,1,"Age-Young"
"cg23886216",-0.32646530462535,1,"Age-Young"
"cg02086839",-0.504953034137713,1,"Age-Young"
"cg14145185",1.37995442106925,1,"Age-Young"
"cg19620086",1.23044359134918,1,"Age-Young"
"cg05110943",0.0679596122190086,1,"Age-Young"
"cg02016130",-0.41019435564826,1,"Age-Young"
"cg01194538",-0.0477850224138449,1,"Age-Young"
"cg10687107",0.248658396032524,1,"Age-Young"
"cg25325512",-0.695212829785307,1,"Age-Young"
"cg09596131",0.56682582593566,1,"Age-Young"
"cg08090407",0.102970480437244,1,"Age-Young"
"cg05612654",-0.0696653130257718,1,"Age-Young"
"cg11254522",0.242112253774056,1,"Age-Young"
"cg17116500",-0.180197932657235,1,"Age-Young"
"cg12077754",0.397394054764209,1,"Age-Young"
"cg02871659",-0.390649370786256,1,"Age-Young"
"cg20253872",-0.0762106644148336,1,"Age-Young"
"cg01278041",1.05517618613891,1,"Age-Young"
"cg18642425",0.327029119435352,1,"Age-Young"
"cg03994651",0.50246262026088,1,"Age-Young"
"cg21570988",0.0295713538484193,1,"Age-Young"
"cg16071219",0.183590849612792,1,"Age-Young"
"cg24859433",-1.33551057119037,1,"Age-Young"
"cg04431002",0.667313048353657,1,"Age-Young"
"cg15459165",-0.589983711145169,1,"Age-Young"
"cg07839313",-0.0813960249027158,1,"Age-Young"
"cg18476766",-0.343944946922942,1,"Age-Young"
"cg25383568",-0.0216260982265617,1,"Age-Young"
"cg06974428",-0.0576942201203137,1,"Age-Young"
"cg11952493",-0.284305272317224,1,"Age-Young"
"cg15603896",-0.404856203529524,1,"Age-Young"
"cg00034101",0.936158753926979,1,"Age-Young"
"cg00850073",0.0427975269056182,1,"Age-Young"
"cg05001715",0.246231294359006,1,"Age-Young"
"cg03580247",0.42617212532564,1,"Age-Young"
"cg18898103",0.305430256273924,1,"Age-Young"
"cg00124004",0.302737755777828,1,"Age-Young"
"cg25003924",0.252318752011611,1,"Age-Young"
"cg17636309",0.117050394868288,1,"Age-Young"
"cg15112910",-0.52546860599848,1,"Age-Young"
"cg22235877",-0.054055699342588,1,"Age-Young"
"cg16924102",-0.851288386895094,1,"Age-Young"
"cg18642369",-0.914019020934854,1,"Age-Young"
"cg12307200",0.204905114848768,1,"Age-Young"
"cg05780139",-0.152412591084671,1,"Age-Young"
"cg22143809",-0.688069760082507,1,"Age-Young"
"cg00382138",0.976250866945384,1,"Age-Young"
"cg15104126",0.949904673446363,1,"Age-Young"
"cg16128096",0.208397172735389,1,"Age-Young"
"cg16064237",0.190514091904081,1,"Age-Young"
"cg16432441",-0.118323574458162,1,"Age-Young"
"cg11772801",0.0856723834383688,1,"Age-Young"
"cg14289985",-0.0325469124236083,1,"Age-Young"
"cg14099457",0.167160803260429,1,"Age-Young"
"cg00777315",-0.520404967527319,1,"Age-Young"
"cg00530870",-0.140415338861083,1,"Age-Young"
"cg01891736",-0.202699499747565,1,"Age-Young"
"cg21393124",0.49290205575397,1,"Age-Young"
"cg17651887",0.119944566663426,1,"Age-Young"
"cg03371384",-1.03505733267992,1,"Age-Young"
"cg04361926",0.111656239840837,1,"Age-Young"
"cg05700079",1.22197421921396,1,"Age-Young"
"cg25345722",0.299404984963949,1,"Age-Young"
"cg26543112",-1.45310122751478,1,"Age-Young"
"cg19532939",-0.291015659013071,1,"Age-Young"
"cg09975367",0.30317924013357,1,"Age-Young"
"cg09642020",-0.199410577953846,1,"Age-Young"
"cg14725580",-0.481744344909191,1,"Age-Young"
"cg21631918",-0.402832532760325,1,"Age-Young"
"cg14934413",0.907890879294565,1,"Age-Young"
"cg18070470",0.129797917845177,1,"Age-Young"
"cg18213495",-0.063399918458624,1,"Age-Young"
"cg03602233",-0.149532427014303,1,"Age-Young"
"cg02001279",-0.429105057791791,1,"Age-Young"
"cg11660018",0.013044427012054,1,"Age-Young"
"cg19688772",0.142161011880992,1,"Age-Young"
"cg05724492",-0.0125550868458855,1,"Age-Young"
"cg24855956",0.224595430200375,1,"Age-Young"
"cg19378631",1.02432115223923,1,"Age-Young"
"cg04640250",-0.0618581770842219,1,"Age-Young"
"cg22082015",-1.01755090982678,1,"Age-Young"
"cg01208873",0.106355879890354,1,"Age-Young"
"cg05738924",0.0777979924350976,1,"Age-Young"
"cg13224583",0.842831479131122,1,"Age-Young"
"cg15374234",0.241881389498136,1,"Age-Young"
"cg04993279",-0.164464843710536,1,"Age-Young"
"cg25349939",0.930470668290054,1,"Age-Young"
"cg27305510",-0.300682996977604,1,"Age-Young"
"cg24879782",0.516235953933195,1,"Age-Young"
"cg03050965",-0.223530964234449,1,"Age-Young"
"cg01287975",0.0925104256746331,1,"Age-Young"
"cg16179521",-0.0996768325736107,1,"Age-Young"
"cg04749507",-0.776734022416276,1,"Age-Young"
"cg18334681",0.953711819687626,1,"Age-Young"
"cg00241664",-0.695392865857764,1,"Age-Young"
"cg23806727",0.179549470623014,1,"Age-Young"
"cg05184016",0.0491668167662361,1,"Age-Young"
"cg19953452",0.295294511242494,1,"Age-Young"
"cg05573654",0.745528718968206,1,"Age-Young"
"cg14374097",0.988810424972974,1,"Age-Young"
"cg13064571",0.231421226305032,1,"Age-Young"
"cg13782301",-0.483380401290459,1,"Age-Young"
"cg26875805",0.19734119267051,1,"Age-Young"
"cg17216759",0.52293700568088,1,"Age-Young"
"cg12619262",0.736540737221819,1,"Age-Young"
"cg16395123",0.0130092403835293,1,"Age-Young"
"cg06016427",-0.511854253005725,1,"Age-Young"
"cg17465752",0.442275170745148,1,"Age-Young"
"cg20052760",-0.529390263264453,1,"Age-Young"
"cg02478731",0.299883325123189,1,"Age-Young"
"cg18470427",-0.459760311072216,1,"Age-Young"
"cg03976645",-0.662423314676971,1,"Age-Young"
"cg26886965",0.402052650222115,1,"Age-Young"
"cg24597363",-0.312922986912925,1,"Age-Young"
"cg05654765",0.22474772823216,1,"Age-Young"
"cg07363543",0.503795263321482,1,"Age-Young"
"cg07374224",1.63599347050161,1,"Age-Young"
"cg08342194",0.425767979593993,1,"Age-Young"
"cg13081213",-0.571675485706446,1,"Age-Young"
"cg02734505",0.0371987811647851,1,"Age-Young"
"cg14375890",-0.56306708338747,1,"Age-Young"
"cg05310309",0.116849089639918,1,"Age-Young"
"cg06600936",0.241547320494685,1,"Age-Young"
"cg04002220",0.754869425858157,1,"Age-Young"
"cg12590902",-0.0799896484885819,1,"Age-Young"
"cg10203610",-0.842748118251707,1,"Age-Young"
"cg09756089",-0.237860020651847,1,"Age-Young"
"cg11669284",0.313139711069705,1,"Age-Young"
"cg08898569",1.04179170999886,1,"Age-Young"
"cg09984392",-0.0999116524994966,1,"Age-Young"
"cg23771366",0.0550000651546279,1,"Age-Young"
"cg02325250",0.62243816819926,1,"Age-Young"
"cg24139443",-0.495890651549388,1,"Age-Young"
"cg00251125",-0.496022531964269,1,"Age-Young"
"cg17892917",0.075611798877548,1,"Age-Young"
"cg19570897",-0.2182604532352,1,"Age-Young"
"cg24231380",-0.140747104619375,1,"Age-Young"
"cg17422460",-0.273596862585493,1,"Age-Young"
"cg23917057",0.3623280815711,1,"Age-Young"
"cg05469614",-0.415962610810476,1,"Age-Young"
"cg08684511",5.47748142006529e-05,1,"Age-Young"
"cg13354241",0.190891419375954,1,"Age-Young"
"cg03323793",0.238914613064293,1,"Age-Young"
"cg26805749",0.406142429445675,1,"Age-Young"
"cg19014623",-0.307202743422913,1,"Age-Young"
"cg15519474",-1.40876697823732,1,"Age-Young"
"cg15174248",-0.479047711714342,1,"Age-Young"
"cg09446806",0.427729154261131,1,"Age-Young"
"cg17769442",0.0394263772757341,1,"Age-Young"
"cg19509311",1.03674745193393,1,"Age-Young"
"cg14446942",1.90768543663995,1,"Age-Young"
"cg22380161",-0.545375017074044,1,"Age-Young"
"cg11203215",0.312056346927178,1,"Age-Young"
"cg18213653",-0.334082475170488,1,"Age-Young"
"cg15254559",0.385596377108405,1,"Age-Young"
"cg23553442",0.0617384624138815,1,"Age-Young"
"cg12623364",0.0169074748583337,1,"Age-Young"
"cg17752291",-0.420065663578435,1,"Age-Young"
"cg12155547",0.551385566903952,1,"Age-Young"
"cg12666727",0.657157319782068,1,"Age-Young"
"cg02033213",-0.180744464531739,1,"Age-Young"
"cg25059899",-0.338301797228596,1,"Age-Young"
"cg25517103",-0.159450296796031,1,"Age-Young"
"cg01937809",-0.632725560893619,1,"Age-Young"
"cg17017591",-1.1239266184214,1,"Age-Young"
"cg12172163",-0.251707478694663,1,"Age-Young"
"cg02913553",-0.868388959963587,1,"Age-Young"
"cg22694749",0.534328986892063,1,"Age-Young"
"cg20515136",-0.226415144506208,1,"Age-Young"
"cg10052840",-1.06510760420828,1,"Age-Young"
"cg20288341",0.291131764727031,1,"Age-Young"
"cg19518666",-0.639133574027085,1,"Age-Young"
"cg04455430",0.306696685973702,1,"Age-Young"
"cg16411668",0.0468522087200884,1,"Age-Young"
"cg00677334",0.758190352067668,1,"Age-Young"
"cg03508063",-0.192004037455964,1,"Age-Young"
"cg24531022",0.399669252710715,1,"Age-Young"
"cg23967169",0.0153542020618771,1,"Age-Young"
"cg20638525",-0.108532002182922,1,"Age-Young"
"cg05308233",0.0896260069355599,1,"Age-Young"
"cg16737749",-1.05671594161794,1,"Age-Young"
"cg09178261",-0.0131357369028391,1,"Age-Young"
"cg11680605",0.766533278963001,1,"Age-Young"
"cg01141812",0.513217195716557,1,"Age-Young"
"cg01083131",-0.25702553572459,1,"Age-Young"
"cg23499749",0.416545325031406,1,"Age-Young"
"cg22753611",-0.223401055224501,1,"Age-Young"
"cg16708880",-0.683034079120432,1,"Age-Young"
"cg25667998",-0.634787491491439,1,"Age-Young"
"cg03329019",-0.802356795805135,1,"Age-Young"
"cg05542681",0.188546953851183,1,"Age-Young"
"cg10775991",-0.567826831364019,1,"Age-Young"
"cg16489193",0.491379706023885,1,"Age-Young"
"cg22821289",-0.187046267490672,1,"Age-Young"
"cg03672272",0.356457937378372,1,"Age-Young"
"cg00553886",-1.05425722375665,1,"Age-Young"
"cg03468072",0.685082561949038,1,"Age-Young"
"cg21462693",0.0830942607131438,1,"Age-Young"
"cg08904394",-0.335158423825349,1,"Age-Young"
"cg20477259",-0.0388113320619838,1,"Age-Young"
"cg00020474",0.170913919037457,1,"Age-Young"
"cg00593900",0.0089585188298227,1,"Age-Young"
"cg17373759",0.214201311823962,1,"Age-Young"
"cg02375503",-0.430103011619004,1,"Age-Young"
"cg14575656",0.973646293430751,1,"Age-Young"
"cg17478749",-1.07723830134792,1,"Age-Young"
"cg01331992",-0.337910321508234,1,"Age-Young"
"cg26450228",0.0514283246537543,1,"Age-Young"
"cg03743982",-0.594411831803541,1,"Age-Young"
"cg15550953",-0.632098261244414,1,"Age-Young"
"cg08573679",-0.393635676688952,1,"Age-Young"
"cg15239190",-0.299508449239985,1,"Age-Young"
"cg19831957",-0.284910708634948,1,"Age-Young"
"cg18329187",-0.0026981039632961,1,"Age-Young"
"cg08504583",0.754020258742344,1,"Age-Young"
"cg27470978",-0.197537931706265,1,"Age-Young"
"cg06572563",-0.266809278599187,1,"Age-Young"
"cg10373607",-2.01543962800661,1,"Age-Young"
"cg04176246",-0.279184440903117,1,"Age-Young"
"cg11029191",-0.665235568932831,1,"Age-Young"
"cg07970948",0.539765706143761,1,"Age-Young"
"cg02490920",0.343542220052335,1,"Age-Young"
"cg02338840",0.278420198985844,1,"Age-Young"
"cg25809905",-0.450642864780793,1,"Age-Young"
"cg07658590",-0.19328196048709,1,"Age-Young"
"cg17306339",-0.136960707592667,1,"Age-Young"
"cg16773803",-0.878948958275738,1,"Age-Young"
"cg08876481",-0.0256836097502137,1,"Age-Young"
"cg05516505",0.269933908972521,1,"Age-Young"
"cg05279866",-0.0685249048461345,1,"Age-Young"
"cg23861541",0.184129996342225,1,"Age-Young"
"cg16335643",0.121185223976283,1,"Age-Young"
"cg13728834",-0.166489250028118,1,"Age-Young"
"cg00159523",-0.0017885664628752,1,"Age-Young"
"cg03579624",0.549824936309865,1,"Age-Young"
"cg25087851",-0.320516107543578,1,"Age-Young"
"cg06805925",0.464043904423134,1,"Age-Young"
"cg12969644",-0.48626413633913,1,"Age-Young"
"cg20319926",0.59458065142929,1,"Age-Young"
"cg10615580",0.0375489732940733,1,"Age-Young"
"cg07676709",0.391169072895701,1,"Age-Young"
"cg08200404",-0.272544596468285,1,"Age-Young"
"cg00099441",0.0993682880379416,1,"Age-Young"
"cg01396774",0.18397808100397,1,"Age-Young"
"cg07250214",0.175572033443559,1,"Age-Young"
"cg17283039",-0.0582499709807753,1,"Age-Young"
"cg01496136",-1.30306991102528,1,"Age-Young"
"cg10991454",-0.577401382301454,1,"Age-Young"
"cg03098589",-0.469837274018439,1,"Age-Young"
"cg20252022",0.317338777739051,1,"Age-Young"
"cg10636297",0.0727161274618365,1,"Age-Young"
"cg12623930",-0.811747003885381,1,"Age-Young"
"cg24119717",-0.309365528206202,1,"Age-Young"
"cg20623350",-1.4033748549441,1,"Age-Young"
"cg04749646",0.216349087996889,1,"Age-Young"
"cg25207224",-0.191821776585078,1,"Age-Young"
"cg18104015",0.147667037827451,1,"Age-Young"
"cg13487127",0.199939232910305,1,"Age-Young"
"cg22299097",-0.298538703152431,1,"Age-Young"
"cg26833936",0.994477031444853,1,"Age-Young"
"cg08468401",-0.775964452336378,1,"Age-Young"
"cg14663914",-0.0596468508973134,1,"Age-Young"
"cg21834463",0.133530680989248,1,"Age-Young"
"cg13039251",-0.470458807851795,1,"Age-Young"
"cg20099806",-0.356098367743756,1,"Age-Young"
"cg00740914",-0.426923724315203,1,"Age-Young"
"cg27584448",-0.267795820406057,1,"Age-Young"
"cg27307975",-0.234406739847665,1,"Age-Young"
"cg17317859",-0.588508390846888,1,"Age-Young"
"cg18854666",-0.367021016262664,1,"Age-Young"
"cg16030878",0.602926280368296,1,"Age-Young"
"cg00509451",0.0221108295939928,1,"Age-Young"
"cg02263932",-0.0149839611376942,1,"Age-Young"
"cg04797885",0.363983653732398,1,"Age-Young"
"cg12191970",-0.209637505407905,1,"Age-Young"
"cg04898130",0.293787775508188,1,"Age-Young"
"cg22398226",0.0425767268012962,1,"Age-Young"
"cg16716975",0.135000276047834,1,"Age-Young"
"cg03453890",-0.0864693523827741,1,"Age-Young"
"cg00973876",0.283462373365089,1,"Age-Young"
"cg22515654",0.094043863281858,1,"Age-Young"
"cg07857040",0.10542577456376,1,"Age-Young"
"cg14876117",0.0826073556139625,1,"Age-Young"
"cg25721818",0.0078715727232867,1,"Age-Young"
"cg21863110",0.454450315477369,1,"Age-Young"
"cg27151122",-0.151103210249146,1,"Age-Young"
"cg02743674",-0.0164423602414302,1,"Age-Young"
"cg24488891",-0.249985760650067,1,"Age-Young"
"cg00327072",1.0178530014562,1,"Age-Young"
"cg00002033",-0.0572261028558701,1,"Age-Young"
"cg12765028",1.656427126731,1,"Age-Young"
"cg08415592",-0.333767081591123,1,"Age-Young"
"cg07452625",0.555955924027951,1,"Age-Young"
"cg19519737",-0.0861033698321096,1,"Age-Young"
"cg16760168",-0.396033549641257,1,"Age-Young"
"cg22056218",-0.700825947594761,1,"Age-Young"
"cg24403644",0.872565882037216,1,"Age-Young"
"cg10836733",0.178913166151274,1,"Age-Young"
"cg10002915",-0.501695493236967,1,"Age-Young"
"cg01856384",0.0460716782053112,1,"Age-Young"
"cg22431093",0.756934012775649,1,"Age-Young"
"cg10152449",1.01077570843859,1,"Age-Young"
"cg20971045",0.556641219596227,1,"Age-Young"
